UNKNOWN,Barrington Research cuts to Mkt Perform,bearish
XLNX,Mizuho cuts XLNX target on near-term headwinds,bearish
TWOU,2U downgraded to sector weight from overweight at KeyBanc Capital,bearish
GOOG,Alphabet and Facebook price targets cut at Barclays on weaker ad outlook,bearish
AMCX,AMC Networks price target cut to $35 from $39 at Imperial Capital,bearish
UNKNOWN,American Software downgraded to neutral from buy at B. Riley FBR,bearish
UNKNOWN,Analysts question Silicon Motion's margin outlook,bearish
UNKNOWN,Anchiano Therapeutics downgraded to peer perform from outperform at Oppenheimer,bearish
UNKNOWN,Arch Coal stock price target cut to $97 from $100 at B. Riley FBR,bearish
T,AT&T downgraded by MoffettNathanson to sell on concern wireless can't carry the whole company,bearish
T,AT&T shares sink after MoffettNathanson downgrade,bearish
T,"AT&T stock falls after MoffettNathanson downgrades, saying dividend looks less compelling",bearish
ACB,Aurora Cannabis stock price target cut to C$1.00 from C$1.75 at Stifel Nicolaus,bearish
ADSK,Autodesk downgraded to underweight from neutral at JPMorgan,bearish
HRL,BAML warns of profit pressure for Hormel,bearish
TAP,Barclays cools on Molson Coors,bearish
BDX,Becton Dickinson downgraded to outperform from strong buy at Raymond James,bearish
BDX,Becton Dickinson downgraded to sector weight from overweight at KeyBanc Capital,bearish
BRY,Berry Petroleum downgraded to market perform from outperform at BMO Capital,bearish
BRY,Berry Petroleum downgraded to underweight from sector weight at KeyBanc Capital,bearish
BLUE,Bluebird bio downgraded to in line from outperform at Evercore ISI,bearish
BLUE,Bluebird bio stock price target cut to $86 from $172 at Evercore ISI,bearish
GOOS,Canada Goose downgraded to buy from strong buy at CFRA,bearish
GOOS,Canada Goose stock price target cut to $50 from $65 at CFRA,bearish
UNKNOWN,Children's Place downgraded as e-commerce puts margins at risk,bearish
UNKNOWN,Children's Place price target cut to $80 from $105 at Monness Crespi Hardt,bearish
UNKNOWN,Cinedigm Corp. Analysts Are Cutting Their Estimates: Here's What You Need To Know,bearish
UNKNOWN,Clovis Oncology stock price target cut to $8 from $12 at Evercore ISI,bearish
UNKNOWN,Cumberland Pharmaceuticals stock price target cut to $9.00 from $12.25 at B. Riley FBR,bearish
UNKNOWN,"Dell, HPE targets trimmed on compute headwinds",bearish
UNKNOWN,Dish may not be key winner amid Intelsat woes - analyst,bearish
UNKNOWN,Disney downgraded as analyst says parks attendance could take 2 years to 'normalize',bearish
AEO,Downgrades 11/25: $AEO $COLM $DGII $EQT $ESS $EVRG $GTT $KRG $MANT $MDCO $NFLX $OMP $PEG $PRU $SBT $SITC $TAP $VIPS,bearish
MLND,Downgrades 4/7: $MLND $MSGN $MTLS $O $OC $OVV $PEB $PK $PLYA $QEP $RHP $RPAI $SAIA $SDC $SHOP $SKY $SLG $SM $TWLO…,bearish
UNKNOWN,Dropbox on watch after stinging Spruce Point report,bearish
UNKNOWN,"Earnings Update: electroCore, Inc. Just Reported And Analysts Are Trimming Their Forecasts",bearish
UNKNOWN,Evercore downgrades bluebird bio and Clovis in premarket analyst action,bearish
UNKNOWN,"Fannie Mae, Freddie Mac downgraded to sell, as analyst cites 'unintended consequences' of CARES Act",bearish
UNKNOWN,Forescout downgraded to neutral from buy at Monness Crespi Hardt,bearish
UNKNOWN,FormFactor cut on 'unsustainable' revenue outlook,bearish
UNKNOWN,Funko downgraded to hold from buy at Stifel Nicolaus,bearish
UNKNOWN,Funko stock price target cut to $10 from $25 at Stifel Nicolaus,bearish
GM,GM stock price target cut to $30 from $32 at Deutsche Bank,bearish
UNKNOWN,Grubhub gains a bear on margin view,bearish
UNKNOWN,H&P downgraded at Argus as drilling industry weakness seen persisting,bearish
UNKNOWN,Hanesbrands stock price target cut to $13 vs. $16 at BofA Merrill Lynch,bearish
HP,Helmerich & Payne started at sell with $34 stock price target at Deutsche Bank,bearish
HEXO,Hexo stock price target cut to C$5 from C$6 at MKM Partners,bearish
HD,Home Depot stock price target cut to $237 from $240 at Instinet,bearish
I,Intelsat downgraded to underweight from neutral at J.P. Morgan,bearish
I,Intelsat lower after Morgan Stanley target cut,bearish
LB,Jefferies warns on L Brands,bearish
KSS,Kohl's stock price target cut to $48 from $52 at Deutsche Bank,bearish
KSS,Kohl's stock price target cut to $50 from $53 at Wedbush,bearish
LB,L Brands stock price target cut to $16 from $20 at Wedbush,bearish
LOVE,Lovesac stock price target cut to $28 vs. $33 at Canaccord,bearish
LYFT,Lyft stock price target cut to $58 from $70 at Deutsche Bank,bearish
MAC,Macerich downgraded to underweight from sector weight at KeyBanc Capital,bearish
MRNS,Marinus Pharma stock price target cut to $6 from $7 at Leerink,bearish
MEOH,Methanex downgraded at TD Securities on valuation,bearish
MRU,Metro Inc. Just Missed Earnings And Its EPS Looked Sad - But Analysts Have Updated Their Models,bearish
MAA,Mid-America Apartment Communities downgraded to sector weight from overweight at KeyBanc Capital,bearish
MITK,Mitek Systems stock price target cut to $11 from $14 at Benchmark,bearish
NSSC,Napco Security stock price target cut to $30 from $35 at Imperial Capital,bearish
NFLX,Needham's Martin Defends Her Prediction That Netflix Subscriptions Will Fall,bearish
NFLX,Netflix downgraded to ‘underperform’ at Needham,bearish
NFLX,Netflix stock falls after Wells Fargo turns bearish,bearish
NFLX,New Netflix bear steps out,bearish
UNKNOWN,"New York Opioid Case A Significant Risk For Pharma Stocks, Says Bearish BofA",bearish
NCLH,Norwegian Cruise Line downgraded to strong sell from hold at CFRA,bearish
NVO,Novo Nordisk downgraded by UBS on concerns over drug launch cost,bearish
YUMC,Oppenheimer cuts estimates on Yum China,bearish
ORBC,Orbcomm price target lowered to $9 at Canaccord,bearish
ORLY,O'Reilly Automotive stock price target cut to $405 from $415 at J.P. Morgan,bearish
PTEN,Patterson-UTI Energy started at sell with $7 stock price target at Deutsche Bank,bearish
PSB,PS Business Parks downgraded to underweight from sector weight at KeyBanc Capital,bearish
RIO,Rio Tinto downgraded to neutral from overweight at J.P. Morgan,bearish
AAPL,"Rosenblatt Projects 47% Downside In Apple Shares, Warns Of Drop In iPhone Production",bearish
RCL,Royal Caribbean downgraded to sell from buy at CFRA,bearish
RCL,Royal Caribbean stock price target cut to $100 from $135 at CFRA,bearish
RCL,Royal Caribbean's stock falls after CFRA swings to bearish on 'more dire' coronavirus assessment,bearish
UNKNOWN,Scandinavian Tobacco Group A/S Earnings Missed Analyst Estimates: Here's What Analysts Are Forecasting Now,bearish
SHW,Sherwin-Williams cut from Conviction Buy at Goldman on valuation,bearish
SIRI,Sirius downgraded on valuation,bearish
SPOT,Spotify Double Downgrade Reflects Prospect of Slower Revenue Growth,bearish
UNKNOWN,SunTrust latest to trim Nielsen target,bearish
YUM,Taco Bell parent Yum Brands downgraded to neutral from buy at BTIG,bearish
TTWO,Take-Two downgraded on murky game slate,bearish
TTWO,Take-Two Interactive stock price target cut to $124 from $133 at MKM Partners,bearish
TH,Target Hospitality downgraded to perform from outperform at Oppenheimer,bearish
TCO,Taubman Centers downgraded to sector weight from overweight at KeyBanc Capital,bearish
MTW,"The Manitowoc Company, Inc. Just Reported Earnings, And Analysts Cut Their Target Price",bearish
RIG,Transocean started at sell with $3 stock price target at Deutsche Bank,bearish
UCTT,Ultra Clean downgraded to hold from buy at Stifel Nicolaus,bearish
NFLX,Wells Fargo Downgrades Netflix $NFLX to Underperform but sees as a takeover target. NFLX could get acquired: NFLX i…,bearish
NFLX,Wells Fargo Downgrades Netflix On Spending Concerns,bearish
NFLX,"Wells Fargo downgrades Netflix: 'If content is king, then cash is queen'",bearish
WELL,Welltower stock price target cut to $90 from $95 at J.P. Morgan,bearish
WWE,WWE stock price target cut to $57 from $79 at Benchmark,bearish
UNKNOWN,Dougherty & Company starts at Buy,bullish
AMD,AMD's Navi shows strong adoption - BofA,bullish
UNKNOWN,BMO Capital Markets ups to Outperform,bullish
UNKNOWN,Lake Street starts at Buy,bullish
CNC,*S&P Raises Centene Corp. Rtg To BBB- From BB+; Outlk Stable*,bullish
UNKNOWN,Citi gives big boost to Deere PT,bullish
EBAY,Guggenheim sees favorable catalysts for eBay,bullish
FCX,Freeport upgraded as Credit Suisse sees big buying opportunity,bullish
UNKNOWN,BTIG Research starts at Buy,bullish
FNV,"Franco-Nevada will not need more funding despite suspensions, analyst says",bullish
UNKNOWN,Cantor Fitzgerald resumes at Overweight,bullish
GM,Morgan Stanley sees GM doubling in bull case scenario,bullish
UNKNOWN,Barclays starts at Overweight,bullish
HAS,Hasbro gains after UBS upgrade,bullish
UNKNOWN,"New bull praises acceleration, margin profile",bullish
UNKNOWN,Barclays ups to Overweight,bullish
KHC,JPMorgan constructive on Kraft Heinz,bullish
UNKNOWN,Compass Point ups to Neutral,bullish
LOW,Lowe's racks up another positive rating despite recession risk,bullish
LRCX,Lam target boosted on 'compelling' setup,bullish
UNKNOWN,Barclays starts at Overweight,bullish
MU,"Bull sees 2020 upsides for MU, WDC",bullish
MU,"Bull sees 2020 upsides for MU, WDC",bullish
UNKNOWN,Rated buy,bullish
NFLX,SunTrust expecting Netflix to post strong user growth,bullish
NVDA,Nvidia set for gaming tailwinds - BofA,bullish
OCN,BTIG sees 'material improvement' to Ocwen book value,bullish
UNKNOWN,Cowen starts at Outperform,bullish
UNKNOWN,BMO Capital Markets starts at Outperform,bullish
UNKNOWN,Evercore starts RingCentral at Outperform,bullish
SBAC,MoffettNathanson boosts SBAC to Buy,bullish
SBAC,MoffettNathanson boosts SBAC to Buy,bullish
SBAC,MoffettNathanson boosts SBAC to Buy,bullish
UNKNOWN,Loop turns bullish on Snap ad growth,bullish
UNKNOWN,Lake Street starts at Buy,bullish
TENB,Cowen sees upside in TENB's Indegy purchase,bullish
UNKNOWN,"Uber, Lyft can raise prices to profit - Barclays",bullish
UNKNOWN,"Uber, Lyft can raise prices to profit - Barclays",bullish
UNKNOWN,Maxim Group ups to Buy,bullish
UNKNOWN,Compass Point ups to Buy,bullish
ZS,New Zscaler bull sees 'sustainable' growth; shares +4%,bullish
ATVI,"Activision, Take-Two charts look 'constructive' as Wells Fargo gets bullish on video game plays: Trader $ATVI $TTWO…",bullish
ADBE,Adobe stock price target raised to $315 vs. $290 at Wedbush,bullish
ADBE,Adobe stock price target raised to $318 vs. $310 at Instinet,bullish
NFLX,Aegis Capital positive on Netflix usage trend,bullish
CGC,"After a 60% drop in 6 months, Bank of America says buy pot stock Canopy",bullish
UNKNOWN,Akero Therapeutics started at buy with $36 stock price target at Canaccord Genuity,bullish
UNKNOWN,Align Technology stock price target raised to $305 from $290 at Stifel Nicolaus,bullish
UNKNOWN,Allergan upgraded to buy from neutral at UBS,bullish
UNKNOWN,Altria stock price target raised to $54 from $50 at Stifel Nicolaus,bullish
UNKNOWN,Amneal Pharma price target raised to $6 vs. $4 at SunTrust Robinson Humphrey,bullish
LYFT,"An analyst at Loop Capital upgrades $LYFT to buy from hold, citing higher revenue growth potential.",bullish
T,Analyst: AT&T Is The Top Telecom Pick For 2020,bullish
BRP,Analysts Mostly Bullish On Newly Public Insurance Firm BRP Group,bullish
FDN,Analysts See 18% Gains Ahead For The Holdings Of The First Trust Dow Jones Internet Index Fund ETF,bullish
UNKNOWN,Ansys stock price target raised to $265 from $235 at Benchmark,bullish
UNKNOWN,Anthem stock price target raised to $330 from $300 at SunTrust RH,bullish
UNKNOWN,Applied Industrial Technologies stock price target raised to $70 from $65 at KeyBanc Capital,bullish
UNKNOWN,arGen-X stock price target raised to $255 vs. $203 at Instinet,bullish
UNKNOWN,Armata Pharmaceuticals started at buy with $8 stock price target at Maxim Group,bullish
UNKNOWN,Arrow Electronics stock price target raised to $87 vs. $84 at SunTrust Robinson Humphrey,bullish
UNKNOWN,"Asset Management One Co. has a bullish call on Treasuries. One for the long, long run",bullish
UNKNOWN,Audentes Therapeutics stock price target raised to $40 from $34 at Evercore ISI,bullish
UNKNOWN,Audentes Therapeutics upgraded to outperform from in line at Evercore ISI,bullish
UNKNOWN,Axcelis Technologies stock price target raised to $32 from $24 at Benchmark,bullish
GOOS,Baird bullish on beat-up Canada Goose,bullish
UNKNOWN,Baird likes drug wholesalers in premarket analyst action,bullish
UNKNOWN,Baird returns to Wingstop bull camp,bullish
UNKNOWN,Baker Hughes started at buy with $32 stock price target at Deutsche Bank,bullish
BAC,Bank of America stock price target raised to $49 from $48 at Oppenheimer,bullish
UBER,Barclays analysts says Uber and Lyft are well-positioned to achieve profitability,bullish
BHC,"Bausch Health upgraded to overweight from neutral at JPMorgan, price target raised to $38 from $32",bullish
BBBY,Bed Bath & Beyond reiterated as buy at BofA Merrill Lynch,bullish
BDC,Belden stock price target raised to $56 vs. $54 at SunTrust Robinson Humphrey,bullish
UNKNOWN,Benchmark says this roof supplier is a Buy,bullish
VMW,Bernstein turns bullish on VMware's valuation,bullish
BRY,Berry Petroleum upgraded to sector weight from underweight at KeyBanc Capital,bullish
BBY,Best Buy stock price target raised to $105 from $86 at Oppenheimer,bullish
BIIB,Biogen stock price target raised to $392 from $320 at Instinet,bullish
BIIB,Biogen stock price target raised to $410 from $350 at SVB Leerink,bullish
BA,Boeing stock price target raised to $427 from $406 at CFRA,bullish
WRK,"BofA Upgrades WestRock After Containerboard Conference, London Pulp Week",bullish
UNKNOWN,"Bouygues SA Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions",bullish
DPZ,BTIG expects Domino's to boost buybacks,bullish
OCN,BTIG sees 'material improvement' to Ocwen book value,bullish
MU,"Bull sees 2020 upsides for MU, WDC",bullish
UNKNOWN,Cabot upgraded to buy from neutral at UBS,bullish
UNKNOWN,"Canada Goose upgraded to outperform from neutral at Baird, price target C$53",bullish
UNKNOWN,Capital Southwest initiated at outperform at Raymond James with $23.50 price target,bullish
UNKNOWN,Celanese stock price target raised to $120 vs. $111 at BofA Merrill Lynch,bullish
UNKNOWN,CF Industries stock price target raised to $56 vs. $52 at BofA Merrill Lynch,bullish
UNKNOWN,CF Industries upgraded to buy vs. neutral at BofA Merrill Lynch,bullish
UNKNOWN,Ciena stock price target raised to $47 vs. $43 at Instinet,bullish
UNKNOWN,Citi gives big boost to Deere PT,bullish
UNKNOWN,Citi reels in PT on Nu Skin,bullish
UNKNOWN,CITRON SAYS IT'S LONG ON LUCKIN COFFEE MW vs CItron,bullish
UNKNOWN,CNH Industrial upped to Buy at Deutsche Bank on valuation,bullish
UNKNOWN,Copa Holdings stock price target raised to $130 from $103 at Deutsche Bank,bullish
UNKNOWN,Costco price target raised to $330 vs. $320 at BofA Merrill Lynch,bullish
UNKNOWN,CSX stock price target raised to $90 from $72 at Deutsche Bank,bullish
UNKNOWN,CSX upgraded to buy from hold at Deutsche Bank,bullish
UNKNOWN,CVS Health stock price target raised to $90 from $85 at SunTrust RH,bullish
UNKNOWN,CyrusOne upgraded to overweight from sector weight at KeyBanc Capital,bullish
UNKNOWN,Diamondrock Hospitality upgraded to sector weight from underweight at KeyBanc Capital,bullish
UNKNOWN,DLH Holdings maintained as buy with $7 price target at Canaccord,bullish
UNKNOWN,Domtar upgraded to market perform at BMO Capital,bullish
DOW,Dow stock price target raised to $52 vs. $46 at BofA Merrill Lynch,bullish
AMTX,"Earnings Update: Here's Why Analysts Just Lifted Their Aemetis, Inc. Price Target To US$2.25",bullish
MLSS,Earnings Update: Here's Why Analysts Just Lifted Their Milestone Scientific Inc. Price Target To US$2.00,bullish
SWKS,"Earnings Update: Here's Why Analysts Just Lifted Their Skyworks Solutions, Inc. Price Target To US$104",bullish
EMN,Eastman Chemical stock price target raised to $85 vs. $82 at BofA Merrill Lynch,bullish
EPC,Edgewell stock price target raised to $41 from $33 at CFRA,bullish
ESTC,Elastic upgraded to buy from hold at Canaccord Genuity,bullish
ENB,"Enbridge upgraded to buy from neutral at UBS, price target lifted to C$54 from C$50",bullish
ENR,"Energizer Holdings upgraded to neutral from underweight at JP Morgan, price target lifted to $51 from $41",bullish
ENR,Energizer shakes off JPMorgan's bear call,bullish
ELS,Equity Lifestyle Properties upgraded to outperform at BMO Capital,bullish
EL,Estee Lauder stock price target raised to $238 from $202 at Raymond James,bullish
ETSY,Etsy initiated as buy with $55 price target at SunTrust Robinson Humphrey,bullish
FDX,FedEx stock price target raised to $168 from $163 at BofA Securities,bullish
FLT,FleetCor stock price target raised to $325 from $310 at CFRA,bullish
F,Ford's electric SUV impresses Credit Suisse,bullish
FTNT,Fortinet stock price target raised to $115 from $104 at BMO Capital,bullish
FTNT,Fortinet stock price target raised to $120 from $110 at Monness Crespi Hardt,bullish
UNKNOWN,"Glenmark Pharmaceuticals Limited Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions",bullish
WDAY,Goldman adds Workday to conviction list; shares +1%,bullish
UNKNOWN,"Goldman Says 36,000% Rally in Brazilian Retailer Has Room to Run",bullish
UNKNOWN,GrubHub stock price target raised to $40 from $34 at Oppenheimer,bullish
UNKNOWN,GrubHub stock price target raised to $60 from $30 at Susquehanna,bullish
UNKNOWN,Hasbro upgraded on earnings growth potential from Entertainment One acquisition,bullish
UNKNOWN,"Hasbro upgraded to buy from neutral at UBS, price target $117",bullish
UNKNOWN,Heat Biologics started at buy with $1 stock price target at Maxim Group,bullish
UNKNOWN,"Home Depot upgraded to outperform from neutral at Credit Suisse, price target raised to $235 from $225",bullish
UNKNOWN,Humana stock price target raised to $363 from $319 at Deutsche Bank,bullish
UNKNOWN,Huntsman named Conviction Buy at Goldman in chemical sector shuffle,bullish
UNKNOWN,Intel stock price target raised to $62 vs. $60 at SunTrust Robinson Humphrey,bullish
UNKNOWN,Intercept Pharmaceuticals maintained as buy with $165 price target at Canaccord,bullish
UNKNOWN,Invitae Corp. maintained as buy at Benchmark,bullish
UNKNOWN,J.C. Penney stock price target raised to $1.00 from 80 cents at B. Riley FBR,bullish
UNKNOWN,Jabil stock price target raised to $47 from $36 at CFRA,bullish
TSLA,Jefferies analysts lifted Tesla $TSLA shares to buy while paring the price target 19%.,bullish
UNKNOWN,JPMorgan likes Bausch Health in premarket analyst action,bullish
UNKNOWN,JPMorgan out bullish on Uber's upside potential,bullish
UNKNOWN,Kilroy Realty upgraded to overweight from sector weight at KeyBanc Capital,bullish
UNKNOWN,L3Harris started at buy with $280 stock price target at Benchmark,bullish
UNKNOWN,Lagging MLP upgraded at Goldman as new projects seen lifting cash flows,bullish
UNKNOWN,Ligand Pharmaceuticals started at buy with $135 stock price target at Benchmark,bullish
UNKNOWN,Lovesac maintained as buy at Canaccord,bullish
UNKNOWN,Lululemon stock price target raised to $260 vs. $222 at Susquehanna,bullish
UNKNOWN,Lyft stock gets an upgrade due to competitive positioning,bullish
UNKNOWN,LyondellBasell sock price target raised to $107 vs. $99 at BofA Merrill Lynch,bullish
UNKNOWN,Magnolia Oil & Gas started at overweight with $14 stock price target at KeyBanc Capital,bullish
UNKNOWN,Mesa Air reiterated as outperform at Cowen,bullish
UNKNOWN,Microchip Technology stock price target raised to $113 vs. $106 at SunTrust Robinson Humphrey,bullish
INTC,Mizuho raises Intel on aggressive price cuts,bullish
UNKNOWN,Molina Healthcare stock price target raised to $165 from $155 at SunTrust RH,bullish
NVDA,Morgan Stanley analyst Joseph Moore upgraded NVIDIA (NASDAQ: $NVDA) from Equalweight to Overweight with a price tar…,bullish
UNKNOWN,Morgan Stanley bullish on Eldorado Resorts ahead of Caesars combination,bullish
UNKNOWN,Morgan Stanley joins mortgage sector bulls,bullish
FTNT,Morgan Stanley Raises Fortinet's Price Target After Bullish Analyst Day,bullish
NVDA,Morgan Stanley upgrades NVIDIA $NVDA from Equal-Weight to Overweight and announces $259 price target.,bullish
NVDA,"Morgan Stanley upgrades Nvidia to buy, predicting 2020 will be 'a return to solid growth'",bullish
AAPL,"Munster Doubles Down, Says Apple Has 40% Upside This Year",bullish
UNKNOWN,New bull sees 22% upside for Splunk,bullish
AMZN,New for subscribers: Morgan Stanley adds Amazon to its list of favorite stocks. Here are the rest...,bullish
UNKNOWN,Newmont Goldcorp stock price target raised to $41.50 from $39.50 at B. Riley FBR,bullish
UNKNOWN,NLight target raised on Nutronics deal,bullish
NOK,Nokia stock price target raised to $6.00 from $5.50 at MKM Partners,bullish
NUVA,Nuvasive upgraded to outperform vs market perform at Leerink,bullish
NVDA,"Nvidia Has One Of The Best Opportunities To Maintain High Multiple, Morgan Stanley Says In Upgrade",bullish
NVDA,Nvidia stock climbs after Morgan Stanley turns bullish,bullish
NXPI,NXP Semiconductors stock price target raised to $139 vs. $128 at SunTrust Robinson Humphrey,bullish
OLN,Olin Corp. stock price target raised to $23 vs. $22 at BofA Merrill Lynch,bullish
TD,"One analyst says TD could unlock ""significant value"" by selling its minority stake in Ameritrade after its purchase…",bullish
ONTO,Onto Innovation stock price target raised to $50 from $40 at Benchmark,bullish
OC,Owens Corning upgraded at Wells after raising residential insulation prices,bullish
OC,"Owens Corning Upgraded On Strong Insulation, Roofing Potential",bullish
OYST,Oyster Point Pharma initiated at overweight with $26 price target at JP Morgan,bullish
UNKNOWN,"Paul Tudor Jones Sees the Potential for a Stock Market Explosion, to the Upside",bullish
UNKNOWN,PennMac Financial rises to record as Piper gets more bullish,bullish
DXCM,Piper likes DexCom in premarket analyst action,bullish
PXLW,"Pixelworks, Inc. Just Reported And Analysts Have Been Lifting Their Price Targets",bullish
PPG,PPG Industries stock price target raised to $113 vs. $105 at BofA Merrill Lynch,bullish
PRTA,Prothena upgraded to outperform from in line at Evercore ISI,bullish
PRPL,Purple Innovation initiated at overweight with $12 price target at KeyBanc Capital,bullish
QTRX,Quanterix maintained as outperform with $35 price target at Leerink,bullish
KLAC,Results: KLA Corporation Beat Earnings Expectations And Analysts Now Have New Forecasts,bullish
RPM,RPM International stock price target raised to $79 vs. $75 at BofA Merrill Lynch,bullish
SPGI,S&P Global stock price target raised to $322 from $274 at Stifel Nicolaus,bullish
SAFM,Sanderson Farms stock price target raised to $159 from $150 at J.P. Morgan,bullish
SLB,Schlumberger started at buy with $42 stock price target at Deutsche Bank,bullish
UNKNOWN,Selvaag Bolig ASA Just Beat Earnings Expectations: Here's What Analysts Think Will Happen Next,bullish
UNKNOWN,"SoftBank will have the ""last laugh"" with WeWork deal, one Bernstein analyst says",bullish
SONM,Sonoma Pharma maintained as buy with $9 price target at Benchmark,bullish
SPLK,Splunk upgraded to overweight at Morgan Stanley,bullish
SBUX,"Starbucks Stock Is a Buy, According to This Investment Bank",bullish
SBUX,Starbucks upgraded to overweight at J.P. Morgan after meeting with executives,bullish
PH,"Stifel Upgrades Parker-Hannifin On Potential Synergies, Industry Recovery Prospects",bullish
WEN,"Stifel Upgrades Wendy's, Bullish On Breakfast And Digital Prospects",bullish
UNKNOWN,"Syanptics raised on forecast, margin strength",bullish
SYNA,Synaptics stock price target raised to $40 from $32 at J.P. Morgan,bullish
SNPS,"Synopsys upgraded to overweight from neutral at JPMorgan, price target raised to $160 from $157",bullish
TEL,TE Connectivity stock price target raised to $95 vs. $94 at SunTrust Robinson Humphrey,bullish
TNK,Teekay Tankers upped two notches to Buy at BAML,bullish
TXN,Texas Instruments stock price target raised to $125 vs. $122 at SunTrust Robinson Humphrey,bullish
TWTR,Twitter stock price target raised to $36.50 from $34.50 at Wedbush,bullish
UNKNOWN,Twitter stock price target raised to $38 from $36 at SunTrust RH,bullish
UNKNOWN,Twitter stock price target raised to $47 from $34 at Susquehanna,bullish
UNKNOWN,"Twitter, Inc. Just Reported And Analysts Have Been Lifting Their Price Targets",bullish
UNKNOWN,U.S. Well Services initiated at buy with $3.50 price target at Stifel,bullish
UNKNOWN,Uber stock price target raised to $45 from $34 at MKM Partners,bullish
UNKNOWN,Uber stock price target raised to $49 from $47 at BofA Securities,bullish
UNKNOWN,Uber stock price target raised to $50 from $45 at Oppenheimer,bullish
UNKNOWN,Uber stock price target raised to $52 from $50 at Wedbush,bullish
UNKNOWN,Uber stock price target raised to $54 from $50 at Deutsche Bank,bullish
UNKNOWN,UBS raises Peloton’s price target to $40,bullish
UNKNOWN,UBS upgrades Hasbro on strong sales of Frozen II dolls into Black Friday,bullish
UDR,UDR upgraded to overweight from sector weight at KeyBanc Capital,bullish
UNKNOWN,Unisys stock price target raised to $21 from $18 at Sidoti & Co.,bullish
UNKNOWN,UnitedHealth stock price target raised to $338 from $303 at CFRA,bullish
HAS,Upgrades 11/25: $ARWR $CACI $CF $DECK $DKS $ENR $EQM $ETRN $FE $HAS $HLX $JD $KIM $LYFT $NTR $NVDA $ORAN $PROS $SNAP $WEN $WING $WRI $ZS,bullish
AMT,Upgrades 4/7: $AMT $BHP $BK $CHH $ENI $EQNR $ETR $EXR $FCX $HOLX $HSIC $LOW $LSI $MAR $MAS $MGP $MHK $MXL $NGG $NWE…,bullish
UNKNOWN,Vertex Pharmaceuticals stock price target raised to $248 from $240 at BMO Capital,bullish
UNKNOWN,Vertical Research expects Allison Transmission to break out,bullish
UNKNOWN,Voyager Therapeutics started at outperform with $26 stock price target at Oppenheimer,bullish
UNKNOWN,Walt Disney stock price target raised to $143 from $141 at Imperial Capital,bullish
MAR,"Wells Fargo analyst Dori Kesten lifted her rating on Marriott $MAR to overweight, noting that the hotel chain's sha…",bullish
UNKNOWN,Wells still bullish on T-Mobile after unsurprising CEO change,bullish
UNKNOWN,Westlake Chemical stock price target raised to $65 vs. $64 at BofA Merrill Lynch,bullish
UNKNOWN,WestRock stock price target raised to $48 from $42 at BofA Merrill Lynch,bullish
UNKNOWN,WestRock upgraded to buy from neutral at BofA Merrill Lynch,bullish
UNKNOWN,Why Credit Suisse Sees the S&P 500 Gaining 10% in 2020,bullish
UNKNOWN,Williams Cos. initiated as buy with $27 price target at SunTrust Robinson Humphrey,bullish
UNKNOWN,"Workday added to Goldman's conviction list, stock gains",bullish
UNKNOWN,Zendesk stock price target raised to $85 from $75 at Stifel Nicolaus,bullish
