ticker,cleaned_tweet,senti_label
TSLA,Tesla shorts waiting on the market to open this morning ... $TSLA,bullish
TSLA,so happy I don't have to get Elon tatted on me Tomorrow hit 500 sweet cheeks,bullish
TSLA,ahh it’s gonna be another good day tomorrow if the futures keep ripping,bullish
TSLA,Did Elon do another dance today?..cause I love it when he dances..such a good dancer!,bullish
TSLA,how I wish I didn't sell at $470!,bullish
AAPL,"again, shorts gonna buy put and sells, scared traders gonna take profit and selling sharescalls if thats gonna happen, BUY THE DIPS! HOLD AND GO LONG! BUY NEW CAR OR WHAT EVER! End with 310-315 this week end next week",bullish
TSLA,Little dip to lure them in then BOOM $505,bullish
TSLA,Puts the art in fart,bullish
AAPL,time to take a breather,bullish
TSLA,Waiting for that hot moist reversal,bullish
TSLA,500 eod no worries,bullish
V,people Shopped Non stop during the holiday season and now Gas stations in US requires all pumps to upgrade to pay by Credit cards ....Now you can tell where VISA is heading too ...easy 220,bullish
SBUX,following through nicely as shown in yesterday’s tweets.,bullish
AMZN,Now it’s moving with the market,bearish
TSLA,who else bought the dip,bullish
DIS,down 0.27 pretty much the expected daily return,bearish
AAPL,nice to look at my account today and see my shares up over 100 and climbing.,bullish
SBUX,"I drink enough coffee, I’m investing",bullish
TSLA,"looking like no 470 today, feel good about getting there tomorrow",bearish
FB,VERY NICE GAINS TODAY.... thank you Gotta run.... can’t be greedy right? GLTA!!!!! Hope you guys get to 220,bullish
AAPL,Apple is going to keep on Running! Undervalued,bullish
FB,looks likes she’s going to run tomorrow she’s lagged and broke out yesterday,bullish
TSLA,Funny How Bulls were thinking 500 then they got a reality check today,bearish
BA,BOEING is a bear proof stock.,bullish
TSLA,The steepening of this move has me licking my chops for some bull,bearish
BA,new CEO already cleaning out the dirty laundry $340,bullish
NVDA,i love when I’m right,bullish
TSLA,reminds me of yesterday’s PM. Just sayin’,bearish
TSLA,5 yr Chart! When a stock doubles in less than 2 months it's a good idea to ring the register or get slammed.,bearish
AAPL,thanks bears! ATH. 50 profit on calls overnight,bullish
BA,that email leaked was a huge nothing burger,bullish
TSLA,good morning longs. How are those purchases near 500 looking now? BAHAHA,bearish
TSLA,"i think in honor of elon... all the bears need to throw out the memes, and we all post our own snaps wearing short shorts . on next drop",bearish
TSLA,is very overvalued. Drops like a rock soon,bearish
NFLX,Morningstar’s fair value estimate is $135,bearish
TSLA,TSLA Puts and AAPL Calls,bearish
BA,is there any clown than this man,bullish
AAPL,all those called getting burnt,bullish
TSLA,making money love to short this pig,bearish
TSLA,If your stock needs the CEO to tap dance instead of actually making a profit maybe you joined a cult. $TSLA,bearish
TSLA,ouch honestly it will bounce back next week hope I can take a position,bearish
TSLA,Ruh Roh bulls...this is not looking good,bearish
TSLA,Suddenly bulls are not so sure anymore... say hello to $450 sooner than you think,bearish
DIS,"So many perma-bulls ... wake up, this isn’t moving until earnings.",bearish
AAPL,"i missed something.. Was whole day off, i couldn't buy anything. But i see bulls are fine! 330 after earnings! Go shortlongterms! Have a great weekend",bullish
BA,you pumpers are hilarious! Going to 400$..... like the Max problems never happened,bearish
AAPL,pre-game Apple AirPods and Apple Beats everywhere on these players.,bullish
AAPL,waiting for a new dip tu buy,bullish
AAPL,has been undervalued for a long time and they are blowing out all the numbers with the IPhone 11 $320 today or tomorrow .,bullish
AAPL,no need to panic we know where we’re going!,bullish
TSLA,too good to be true but $600 After ER,bullish
AAPL,Still way undervalued. Looking forward to the next ER!,bullish
TSLA,i try hard not to laugh at you,bullish
TSLA,to the fooooookin moon i ALMOST feel bad for the bears,bullish
TSLA,bringing my profile back to life thank you Elon,bullish
TSLA,so which analyst is gonna come out next and upgrade to a buy imagine a 80 buy rating after earnings,bullish
TSLA,Big tip in last month!,bullish
BAC,C'mon $BAC my bird needs to eat. I'm running low on laundry detergent and tired of eating canned tuna for the 14th week straight. Give me my money!,bullish
TSLA,"just to be fair, this was one of the MANY warnings I gave the bears in the low $200 high $100 range.",bullish
BABA,excited for HK open today hehehe. Congrats again to all us bulls here May we continue to be prosperous,bullish
TSLA,And to say I was underwater on Friday is an understatement. Did not know these would be worth 50k in a day.,bullish
BABA,bought at $80. Sell time or run?,bullish
TSLA,Ridiculous. 600 by Friday at this rate,bullish
AAPL,wow!! unbelievable this thing is trying to reach the stars lol,bullish
BABA,could be some short term hooplah here at the 230's? Anyone's guess!! Would be nice though to get a wittle dip,bullish
TSLA,Rising strong on China News! Nice!!,bullish
BA,"designed by supervised by ’s... I’m a Boeing fan, but this needs a flush to 260 before it can heal.",bullish
TSLA,looking at my inflated account like the wheels on a Tesla mobile...,bullish
AMZN,"dec. 24th, 31st, and Jan 7th were all gap up days...last 3Tuesdays....let’s hope today is the 4th",bullish
TSLA,That's right Cramer keep pumping I love it,bullish
AAPL,Don’t say wait u didn’t tell me lol over 100,bullish
TSLA,$612 target now let gap and go baby,bullish
TSLA,there you had your dip... cover,bullish
DIS,Hey u know what I just bought Puts to see if I might make up my call losses,bearish
BA,"told myself to stay away but that dip in the morning was way too tempting, thanks to whoever bought puts at the bottom this morning",bullish
BA,still negative in this position but holding on tight and patiently waiting for its time in the 500s!!,bullish
TSLA,Short or long here.... that is the question.,bullish
UNH,this is actually gonna go in to red before earnings,bearish
XOM,Just keep adding under $70!,bullish
TSLA,shorts selling to shorts....like a hot potato,bullish
TSLA,wants to dance . Up and down ..... either into close we will see $550 or tommorow morning,bullish
DIS,the film 1917 made more than Star Wars this past weekend. Star Wars and Frozen 2 not even nominated for the Oscars,bearish
TSM,"is a winner. Every 5G phone will have a more advanced semi conductor then what’s in phones now. 5G is going to huge over 4G. TSM is going to be selling to everybody, phones, gamers, cars, medical and on an on. I think we enjoy the ride",bullish
TSLA,"locked in with small position 124 weekly calls I caught after the dip this am. Y’all know what that ah and pm action looks like , but trade with some dd imo",bullish
AAPL,lmao there it is!! Bye bye AAPL!!,bearish
AAPL,"is amazing, the best! But these evaluations folks.....",bearish
AAPL,Guess that FED pumping is over for them now.,bearish
AAPL,no one buying this bs but the fed and Apple. So hope you bulls get some buy backs soon!!,bearish
TSLA,uh oh! Looks like this is the day this epic run comes to a grinding halt and falls off a Cliff. What are you thinking bears? Down 1 or 2 today?,bullish
AAPL,poor sales for their gadgets at target stores lol,bearish
TSLA,my calls are for next week No worries,bullish
TSLA,"oh no, down 1.0 Why didn't I listen to you bears?! errrrrrrrrrrrrrrrrrrr Elon",bullish
BAC,time to grab some calls,bullish
TSLA,i thought we were gonna see the 400s,bullish
TSLA,I’m long bullish but I rather not have Elon get 346million richer keep that money in the company until end of the year,bullish
DIS,"where would this be without download numbers news and yet another upgrade ? frustration continues. Hard to trade, easy to keep long.",bullish
TSLA,was this the hundred dollar drop dem bears said was gonna happen today? Hahahahaha,bullish
BA,will you just capitulate already?!,bearish
TSLA,don’t worry guys I’m sure it won’t fall far. it’s only 140 points over the 50 day moving average and 240 over the 200 day moving average,bearish
TSLA,come on Bulls! Buy the dip!!,bearish
TSLA,"woof, Tesla bears being fed today.",bearish
AAPL,Here’s a glimpse at ER. Y’all are done!!,bearish
TSLA,This company doesn't produce a profit and relies on government handouts yet you guys wanna buy for $500,bearish
TSLA,holding puts that are already up so unless this opens up $15 I’ll still be in the money,bearish
TSLA,what a bull trap that was. They pulled the rug right before AH ends,bearish
TSLA,maybe hold off and buy the dip next month,bearish
DIS,$143 at open and then $142 at close my Puts will be juicy!!,bearish
V,some stocks are set it and forget it stocks and this happens to be 1 of them! Add when it dips and keep it trucking!,bullish
TSLA,"could drop 20 in the next two days that bring US to a Pt of 414,44$ by friday evening",bearish
TSLA,Big drop today. Less Bullshit talk I can imagine. Healthy pullback,bearish
TSLA,why would anyone hold this rn,bearish
BA,Fishy fishy stuff going on here. Well we all know when BA gets bad news it goes up lol load up on them calls guys.,bearish
TSLA,open this under 500 let’s see some fireworks,bearish
TSLA,"Dont be GREEDY get out of Tesla while you are in profits...Anything which goes up crazy in short time, will have to come down..dont feel bad later",bearish
TSLA,"Head, Shoulders, knees and toes",bearish
TSLA,Break below 497 expect a massive drop today. As much as I enjoyed the ride up with you bulls let’s scalp,bearish
TSLA,the bulls yesterday were like the bitconnect guy...,bearish
TSLA,where are all of the Robin Hood rookies at ?,bearish
TSLA,buy the dip they said it will be fun they said you ill make money they said...lmfao,bearish
TSLA,red waterfalls again at support break .... Morgan Stanley $360,bearish
AAPL,I guess it’s time to readjust my screen cuz I can’t see where it’s stopped to.,bearish
TSLA,the fight bw bulls and bears is unreal this might settle at 500ish eod,bearish
AAPL,Anyone here happen to be holding $300 Puts ?,bearish
AMZN,"we still have 5mins, we can still sho9t up $30!!",bullish
DIS,"Got impatient. Back in for the ride. Leaving plenty of dry powder, if it goes down further.",bullish
TSLA,YOU ARE ALL SO FUCKED,bearish
TSLA,second day with bearish gaap!,bearish
TSLA,Something I love to do is scanning for highest weekly flow 10 Minutes before close. Always get some beautiful runners,bearish
DIS,Can we get one morning without a dump?,bullish
V,Institutions are buying and you are selling ... for the cheap shares in few years 200 will look darn cheap .....put your $$$ in my pocket,bullish
TSLA,Investigation coming... I’m out! Will wait for a lower entry point! Good luck to you all! Very good profit so far,bearish
AAPL,beautiful stair step pattern continuing with eventual resolution to the upside. Stock still cheap forward looking and earnings are gonna be .,bullish
TSLA,maybe a dump before the long weekend?,bearish
TSLA,"fib level broke, going back to $492. If that breaks we can see $480 today",bearish
TSLA,All aboard the tank train,bearish
TSLA,what happened to all those intolerantbulls who are attacking anyone with a negative view on trashlacoin? I guess they are busy figuring out what to do after losing a huge bundle today,bearish
TSLA,where Tf are my telsa bulls?,bearish
BA,everyone wanting in better get in. The earnings are figured into these levels.,bullish
DIS,"if it finishes here in an hour, then I correctly predicted two closes in a row.",bullish
BA,$320 and your will be tested soon! When’s the 737 Max redesign coming out?,bearish
AAPL,They really hate $AAPL in this 317 area,bullish
DIS,Stocks hit record highs simply means DIS is dipping,bearish
BA,ok this is what I’ve been waiting for close it on up bulls so I can grab some more puts on a discount.,bearish
BA,offer more for that delta and I'll buy 50 more puts,bearish
TSLA,"What, you thought unprofitable $TSLA was just going to go up and up forever?",bearish
GOOGL,just print 1480!!!!!! Please,bullish
AAPL,s r speechless n has reached a new level of insanity super,bullish
MSFT,What’s everyone’s PT for open on Tuesday?,bullish
TSLA,". Have a good weekend everyone. Time will tell where this goes, but I like the action right now. It needs a correction before earnings.",bearish
TSLA,"480 450 420 400 who’s fault is it when these number show up near term lambos bruh $6,000 next week bruh",bearish
TSLA,"Sry bulls. Gap down Tuesday, sell off below 492",bearish
NFLX,"booked a week earlier, ER scares me",bullish
AAPL,loaded puts on this one for post earnings collapse !!!,bearish
AAPL,ready to get my down payment for my house next week,bearish
AAPL,bulls believing every day green,bearish
BA,dont miss the next leg,bearish
TSLA,Shorts kinda left us...I think they went to BA. Much weaker than we are.,bullish
AMZN,sooooo we’re going to the moon right,bullish
BA,You made me so much money today I could kiss you.,bearish
AMZN,new all-time high coming this week. It’s time.,bullish
TSLA,about to start up again!,bullish
BA,open 300 its incoming all big money go ah rats run in dark,bearish
BA,$175 price target 2020 all aboard!!!! PUTS are on fire,bearish
TSLA,might really run to 600,bullish
TSLA,"y’all need to realize that indicators don’t always work I think they never work. Think about it, if they worked that great we would all be millionaires in a week! I don’t wanna hear about how the rsi is so high etc",bullish
BA,"they aren’t going to let the free markets rip this one apart. They will probably have the fed buy this due to having impact on employment in the nation I’m jk, but seriously they will do everything to prolong a drop.",bearish
BA,"looking for a test of 307, 300, then 297",bearish
BA,tomorrow fake pump up in the morning and down like today,bearish
NFLX,love when they lie to kill shorts so they can short,bearish
BA,"Bought a $30 put at beginning of day, the stock started to bounce me and I thought oh well as it slowly started losing value. A few hours later I sold the same put for $490.",bearish
BA,"no position because I made to much off nvax and was busy with that, but I saw the decline back in end of December. Had all these bling bulls talking now their all gone. Hope y'all found your shirt.",bearish
BA,Will go below 300 today probably,bearish
BA,"ALARM! BA is selling off, what do we do? HALT the trade! Call the analysts in our payroll to reaffirm a BUY’ rating, ready? -Yes!. - Start buying!! True story",bearish
TSLA,blowup your account 50 overnight and we see you at,bullish
BA,if disappointment he is implying a big drop ahead lmao,bearish
TSLA,I thought Christmas was over whatd I wake up to,bullish
BA,i was really surprise at how they were able to pump almost 300million into this garbage yesterday right after the halt just so it wont burn and crash like their planes but for how long are they going to be able to hold before,bearish
GOOG,A close above 1500 would be sweet,bullish
TSLA,how much of this float is still short?!,bullish
BA,ughhhh I feel dirty purchasing this...,bearish
BA,Stooopid company run by MORONS with no moral scruples ... short to $0.99,bearish
TSLA,"working so well, hold strong",bullish
TSLA,Bull Flag breakout now.... poor bears.,bullish
BA,don’t buy bulls... let it find it’s bottom under 300... until then tho...,bearish
BA,the bounce has allowed me to add another short position,bearish
BA,Jun July fly date at 1 billion a month,bearish
BA,ready for the next leg down,bearish
MSFT,"why is it selling?!? We got an upgrade this morning, 10th day with an upgrade in a row!!",bearish
TSLA,"good job bears! Almost made it a red day for tsla, better luck next time",bullish
TSLA,"I never saw where the engines come down with no wings, no anything, and they’re landing -Drumpf",bullish
BA,Did the analyst on fast money really just recommend changing the name of the 737 Max.. because that's not unethical at all.,bearish
NFLX,"sooo if 360 doesn't work, let's live to trade another day!",bearish
TSLA,"If someone isn't posting charts or fundamental research, mute them, who needs a wants to be a trader calling bottom and tops without having a clue of what accurate valuation versus FOMO and technical is. Tik Tok Boom",bullish
BA,WAIT UNTIL THE NEW CEO ANNOUNCES DIVIDED CUT..,bearish
AAPL,"Alright 320, if we don't get ya tomorrow the ER is right around the corner. We'll get ya soon one way or another",bullish
TSLA,"please drop 10 tomorrow, I want in!",bullish
BA,flight was postponed tomorrow. That was the only bullish event for tomorrow. Expecting bleeding towards 300 now,bearish
AAPL,wonder if it’s time to unload,bullish
V,turned out to be a spectacular call,bullish
TSLA,Tesla’s Growing fleet is getting safer even without autopilot,bullish
TSLA,literally at this moment doing a Fortnite dance..Flossing,bullish
BA,no fly till July now Coronavirus,bearish
AAPL,I bought for 319.90 ..I still have longgg way to go,bullish
V,Its a healthy pullback But Visa is a money making machine. It will bounce back soon enough.,bullish
TSLA,cheap calls for the afternoon pump.,bullish
BA,"they gave bulls one day of optimism this week, tmw its a wrap into ER...Bears sitting back eating popcorn enjoying the show",bearish
TSLA,"man it sucks how every time Tesla drops, it never recovers...such a blood bath",bullish
TSLA,Lot of bears posting with bullish flags today..,bullish
BA,"now we all know when 737 Max will recertify, smart money has priced in based on that and buying left and right, Bears before too late, you should join the bulls party.",bullish
NFLX,Bought 23 $345 124 Calls for $0.42 yesterday. They were worth $7.00 on today's close,bullish
TSLA,if Elon mentions or hinting of some sort of future buy back program I can assure everyone that Tesla will squeeze every short seller for good.,bullish
TSLA,are about to go down again,bullish
SBUX,Literally everything in my portfolio has been hitting 52 week highs except this,bullish
AMZN,we may get close but $1200 before $2000.,bearish
TSLA,"Turn the machines back on! Turn the machines back on sorry, couldn't resist",bullish
NFLX,Very nice to see this ticker get its mojo back,bullish
TSLA,time to RISE and FLEX,bullish
TSLA,time to make all the as panda,bullish
DIS,those who bought PUTS your welcome!!,bearish
BABA,deliveries are going to drop. Very sad,bearish
AAPL,knew I should’ve bought 20!!,bearish
TSLA,lol its so obvious what happened. Tesla pulled forward deliveries from Q1 Of this year-into Q4 of last year. look at Europe data elon knew if they missed that 360k target they were boned. First quarter sales going to get wrecked.,bearish
BA,"holy, successful flight tomorrow, good earnings next week this thing is going to fly !",bullish
TSLA,GoFundMe will be down after BAGHOLDERS and NOOBS buying the ATH in this PIG while Markets Crashing Adios,bearish
TSLA,just buying into ER on Wednesday.. ... you will surely be rewarded,bearish
AAPL,"Stop, in the name of love",bearish
DIS,"This is probably the only stock on the market that somehow finds a way to keep going down, even though the market is closed on the weekend",bearish
BA,So glad I bought more at 303!! This is still cheap!! We will be back over 400 soon!!,bullish
AAPL,These going to PAY BIGLY tomorrow,bearish
AAPL,ouch bulls don’t forget to buy the dip lol,bearish
AAPL,I hope the yolo puts guy gets some payback tomorrow,bearish
TSLA,"what is built into the stock is increased production from China in q1, probably does NOT happen now. And German factory is not producing cars yet",bearish
BA,people saying they’re liking this movement lol whaat? All i i see is this falling,bearish
TSLA,"there'san emergency and you need to go right away, Can you wait for the car to charge? Wait, you have to stop every 200 miles to wait for charging again?? Good luck getting out of Dodge ALIVE...$100 Billion of PURE SILLINESS!",bearish
AAPL,to all the people going off futures to determine the movement tomorrow LMFAO,bearish
BA,Its as if Ralph Nader renamed the 737X-Covair. That was a good car wbad press. Here bad good press. But GL y’all,bearish
BABA,"hey I’m still here no fear, life’s about winning and losing can never win if you don’t lose. Love a pop of the at open.",bearish
BABA,maybe I should have taken my put profits and ran,bearish
BABA,by puts get rich by the end of week,bearish
AAPL,Bulls can’t catch a break,bearish
TSLA,scooping in unsuspected bulls in each pop.,bearish
TSLA,go down till tomorrow lol,bearish
PFE,jnj is all time high,bullish
TSLA,what if it falls $300 in the aftermarket tomorrow? Would be delish,bearish
AAPL,"any UPDATE from the Nurse WHISTLEBLOWER in china ...she claimed 90,000 people infected 3 days ago ...what's the real number Now nursewhistleblower",bearish
BA,gonna be a for this one. Personally Don’t see a good ER coming,bearish
TSLA,"Hahaha silly fools, this gone be at $580 by open you clowns",bullish
AAPL,I love it...bunch of degenerates coming in to roll the !!!,bullish
AAPL,Looking forward to ER. Good Luck folks,bullish
AAPL,Let's see who wins Calls or Puts? Personally I'm cheering for calls but let's see,bullish
AAPL,Niles is full panic mode.,bullish
AAPL,buying calls on sale tomorrow,bullish
TSLA,I almost had a heart attack waiting on Apple news. Lol,bullish
BABA,"if we reclaim support tomorrow on strength I’m covering some of my hedges. No regrets over them, kept me more calm and sleep better. Looks like I may make up all my losses anyways with my calls back to the top we go",bullish
AAPL,I wonder at what price this is gonna open,bullish
SBUX,this earnings release was as exciting as decaffeinated cold brew.,bearish
AAPL,"nice green apple! long term holdings, put buyers lost again, longer term at the money calls prob did ok here put buyers eating dinner on the floor tonight",bullish
TSLA,money maker for me!,bullish
AMZN,- I got in yesterday,bullish
TSLA,"get ER tomorrow, run up hard, imo",bullish
AAPL,congratulations to the Apple bulls and Longs ! Party tomorrow !,bullish
TSLA,who's ready for the markets to open up?,bullish
BA,crash and burn like all the lives you killed!!!!!,bearish
BA,good thing they spent all that money on buybacks,bearish
BA,Keep it up!! When 930 comes,bearish
BA,as I said this is not your year see you at 150$,bearish
BABA,will smash earnings again like always,bullish
BA,I never saw a stock going up after very bad earnings! Welcome to fishy capitalism,bearish
BA,MMs about to crush this as soon as the Call starts. 30 minutes or less until Gap full at minimum,bearish
TSLA,the calm before the storm.... for shorties. Weather forecasts that there will be a tsunami coming to Shortville starting tonight,bullish
CVX,Only a would think this company’s going out of business. I can hardly wait until they report! Very,bullish
AAPL,in with a long swing $330 target,bullish
AAPL,where the bear go!?? Hopefully back to their caves,bullish
BA,No one panic! File to the exits in an orderly fashion .,bearish
FB,closing in on ATH. Fitty cents more,bullish
BA,Worst earnings in 20 years and its green Only in clown world,bearish
V,Some bears coming up with their fake accounts spreading hate ..,bullish
AAPL,NEWS IS OUT WE GETTING A UPGRADE,bullish
TSLA,so that you didn’t even imagine,bullish
TSLA,"market closes above ema21 TF15m , YES !!! ... maybe green day tomorrow",bullish
MSFT,smashed it!! Just printing money at this point,bullish
TSLA,lmao Elon killed all the shorties again,bullish
TSLA,wants the throne earnings blowout beat and huge guidance. With news close Nice job musk and Tesla teambulls.,bullish
FB,Buying this dip for sure. It beat! Stop giving your shares cheap,bullish
TSLA,"Who in their right mind would buy PUTS on Tesla , $700 by end of next week, $850 by mid to end of February GO TESLA HOLY SHIT!!",bullish
MSFT,62 growth in Azure and $36.91billion in revenues. $175-180 tomorrow.,bullish
TSLA,"911 what’s your emergency? I see many bearish massacred, we need aid!",bullish
TSLA,I wish I invested my life savings into this back when I was looking at it in the 200’s,bullish
TSLA,"hey, remember that day Tesla went up over 10 after hours on earnings",bullish
TSLA,"700 is a magnet, sorry shorts",bullish
TSLA,Shorties are having another great night! Enjoy lol,bullish
TSLA,"Oh fk I sold 1,500 shares before the ER at 560 thinking its gonna tank after ER still more than doubled my money tho",bullish
MSFT,"dang, should’ve bought more contracts!!!!",bullish
MSFT,"I know, just one call. But this is the deepest ITM I’ve ever been with 2 weeks till expiration",bullish
TSLA,did anyone buy the dip! If you swung into earnings let me know. I’m glad this worked out for us. Tomorrow I’m expecting a flurry of analyst upgrades.,bullish
MSFT,$180 is our next stop. Don’t forget to board in the am.,bullish
TSLA,who’s here listening to the call with me? Hahaha I’m guessing none of the so called conviction shorts! Hahaha you’re missing sooooo much if you aren’t!,bullish
TSLA,that $420 is long gone. Now going to $840,bullish
TSLA,"Where ma shorties, raise your hands..cmn cmn dont be shy dont be shy!!!........ you just never learned",bullish
AMZN,ER with the s from the best holiday season in Amzn history tomorrow,bullish
FB,"social media like FB will be those few immune to viral attacks, right?",bullish
TSLA,Bulls are in control! Like if you agree!,bullish
TSLA,What a Super Super Bull Sunday is going to be thx my thx Cramer I think Tesla is a break out super Star just like,bullish
TSLA,"I’m hoping people hold, I honestly believe this will hit 1000 plus due to fomo this week. But if it doesn’t that’s fine, just wishful thinking",bullish
AMZN,Corona virus is a great opportunity to roll out AmazonRX. Best holiday shopping during high consumer confidence season ER will be,bullish
DIS,"oof, dow futures nearly -200. Where we opening tomorrow",bearish
DIS,Ouch markets not looking good. More pain today - avoid making mistake by jumping in today buying increasing position. Will continue to do down today.,bearish
MSFT,locking profits in at open. Will definitely be back though. This is a beaut for anyone portfolio.,bullish
MSFT,so volatile. Kind of like it as long as it goes the right direction,bullish
TSLA,Flying ... DON’T GET LEFT BEHIND,bullish
