"i missed something.. Was whole day off, i couldnt buy anything. But i see bulls are fine! 330 after earnings! Go shortlongterms! Have a great weekend",bullish
you pumpers are hilarious! Going to 400..... like the Max problems never happened,bearish
pregame Apple AirPods and Apple Beats everywhere on these players.,bullish
waiting for a new dip tu buy,bullish
has been undervalued for a long time and they are blowing out all the numbers with the IPhone 11 today or tomorrow .,bullish
no need to panic we know where were going!,bullish
too good to be true but After ER,bullish
Still way undervalued. Looking forward to the next ER!,bullish
i try hard not to laugh at you,bullish
to the fooooookin moon i ALMOST feel bad for the bears,bullish
bringing my profile back to life thank you Elon,bullish
so which analyst is gonna come out next and upgrade to a buy imagine a 80 buy rating after earnings,bullish
Big tip in last month!,bullish
Cmon my bird needs to eat. Im running low on laundry detergent and tired of eating canned tuna for the 14th week straight. Give me my money!,bullish
"just to be fair, this was one of the MANY warnings I gave the bears in the low high range.",bullish
excited for HK open today hehehe. Congrats again to all us bulls here May we continue to be prosperous,bullish
And to say I was underwater on Friday is an understatement. Did not know these would be worth 50k in a day.,bullish
bought at . Sell time or run?,bullish
Ridiculous. 600 by Friday at this rate,bullish
wow!! unbelievable this thing is trying to reach the stars lol,bullish
could be some short term hooplah here at the 230s? Anyones guess!! Would be nice though to get a wittle dip,bullish
Rising strong on China News! Nice!!,bullish
"designed by supervised by s... Im a Boeing fan, but this needs a flush to 260 before it can heal.",bullish
looking at my inflated account like the wheels on a Tesla mobile...,bullish
"dec. 24th, 31st, and Jan 7th were all gap up days...last 3Tuesdays....lets hope today is the 4th",bullish
Thats right Cramer keep pumping I love it,bullish
Dont say wait u didnt tell me lol over 100,bullish
target now let gap and go baby,bullish
there you had your dip... cover,bullish
Hey u know what I just bought Puts to see if I might make up my call losses,bearish
"told myself to stay away but that dip in the morning was way too tempting, thanks to whoever bought puts at the bottom this morning",bullish
still negative in this position but holding on tight and patiently waiting for its time in the 500s!!,bullish
Short or long here.... that is the question.,bullish
this is actually gonna go in to red before earnings,bearish
Just keep adding under !,bullish
shorts selling to shorts....like a hot potato,bullish
wants to dance . Up and down ..... either into close we will see or tommorow morning,bullish
the film 1917 made more than Star Wars this past weekend. Star Wars and Frozen 2 not even nominated for the Oscars,bearish
"is a winner. Every 5G phone will have a more advanced semi conductor then whats in phones now. 5G is going to huge over 4G. TSM is going to be selling to everybody, phones, gamers, cars, medical and on an on. I think we enjoy the ride",bullish
"locked in with small position 124 weekly calls I caught after the dip this am. Yall know what that ah and pm action looks like , but trade with some dd imo",bullish
lmao there it is!! Bye bye AAPL!!,bearish
"is amazing, the best! But these evaluations folks.....",bearish
Guess that FED pumping is over for them now.,bearish
no one buying this bs but the fed and Apple. So hope you bulls get some buy backs soon!!,bearish
uh oh! Looks like this is the day this epic run comes to a grinding halt and falls off a Cliff. What are you thinking bears? Down 1 or 2 today?,bullish
poor sales for their gadgets at target stores lol,bearish
my calls are for next week No worries,bullish
"oh no, down 1.0 Why didnt I listen to you bears?! errrrrrrrrrrrrrrrrrrr Elon",bullish
time to grab some calls,bullish
i thought we were gonna see the 400s,bullish
Im long bullish but I rather not have Elon get 346million richer keep that money in the company until end of the year,bullish
"where would this be without download numbers news and yet another upgrade ? frustration continues. Hard to trade, easy to keep long.",bullish
was this the hundred dollar drop dem bears said was gonna happen today? Hahahahaha,bullish
will you just capitulate already?!,bearish
dont worry guys Im sure it wont fall far. its only 140 points over the 50 day moving average and 240 over the 200 day moving average,bearish
come on Bulls! Buy the dip!!,bearish
"woof, Tesla bears being fed today.",bearish
Heres a glimpse at ER. Yall are done!!,bearish
This company doesnt produce a profit and relies on government handouts yet you guys wanna buy for,bearish
holding puts that are already up so unless this opens up Ill still be in the money,bearish
what a bull trap that was. They pulled the rug right before AH ends,bearish
maybe hold off and buy the dip next month,bearish
at open and then at close my Puts will be juicy!!,bearish
some stocks are set it and forget it stocks and this happens to be 1 of them! Add when it dips and keep it trucking!,bullish
"could drop 20 in the next two days that bring US to a Pt of 414,44 by friday evening",bearish
Big drop today. Less Bullshit talk I can imagine. Healthy pullback,bearish
why would anyone hold this rn,bearish
Fishy fishy stuff going on here. Well we all know when BA gets bad news it goes up lol load up on them calls guys.,bearish
open this under 500 lets see some fireworks,bearish
"Dont be GREEDY get out of Tesla while you are in profits...Anything which goes up crazy in short time, will have to come down..dont feel bad later",bearish
"Head, Shoulders, knees and toes",bearish
Break below 497 expect a massive drop today. As much as I enjoyed the ride up with you bulls lets scalp,bearish
the bulls yesterday were like the bitconnect guy...,bearish
where are all of the Robin Hood rookies at ?,bearish
buy the dip they said it will be fun they said you ill make money they said...lmfao,bearish
red waterfalls again at support break .... Morgan Stanley,bearish
I guess its time to readjust my screen cuz I cant see where its stopped to.,bearish
the fight bw bulls and bears is unreal this might settle at 500ish eod,bearish
Anyone here happen to be holding Puts ?,bearish
"we still have 5mins, we can still sho9t up !!",bullish
"Got impatient. Back in for the ride. Leaving plenty of dry powder, if it goes down further.",bullish
YOU ARE ALL SO FUCKED,bearish
second day with bearish gaap!,bearish
Something I love to do is scanning for highest weekly flow 10 Minutes before close. Always get some beautiful runners,bearish
Can we get one morning without a dump?,bullish
Institutions are buying and you are selling ... for the cheap shares in few years 200 will look darn cheap .....put your in my pocket,bullish
Investigation coming... Im out! Will wait for a lower entry point! Good luck to you all! Very good profit so far,bearish
beautiful stair step pattern continuing with eventual resolution to the upside. Stock still cheap forward looking and earnings are gonna be .,bullish
maybe a dump before the long weekend?,bearish
"fib level broke, going back to . If that breaks we can see today",bearish
All aboard the tank train,bearish
what happened to all those intolerantbulls who are attacking anyone with a negative view on trashlacoin? I guess they are busy figuring out what to do after losing a huge bundle today,bearish
where Tf are my telsa bulls?,bearish
everyone wanting in better get in. The earnings are figured into these levels.,bullish
"if it finishes here in an hour, then I correctly predicted two closes in a row.",bullish
and your will be tested soon! Whens the 737 Max redesign coming out?,bearish
They really hate in this 317 area,bullish
Stocks hit record highs simply means DIS is dipping,bearish
ok this is what Ive been waiting for close it on up bulls so I can grab some more puts on a discount.,bearish
offer more for that delta and Ill buy 50 more puts,bearish
"What, you thought unprofitable was just going to go up and up forever?",bearish
just print 1480!!!!!! Please,bullish
s r speechless n has reached a new level of insanity super,bullish
Whats everyones PT for open on Tuesday?,bullish
". Have a good weekend everyone. Time will tell where this goes, but I like the action right now. It needs a correction before earnings.",bearish
"480 450 420 400 whos fault is it when these number show up near term lambos bruh ,000 next week bruh",bearish
"Sry bulls. Gap down Tuesday, sell off below 492",bearish
"booked a week earlier, ER scares me",bullish
loaded puts on this one for post earnings collapse !!!,bearish
ready to get my down payment for my house next week,bearish
bulls believing every day green,bearish
dont miss the next leg,bearish
Shorts kinda left us...I think they went to BA. Much weaker than we are.,bullish
sooooo were going to the moon right,bullish
You made me so much money today I could kiss you.,bearish
new alltime high coming this week. Its time.,bullish
about to start up again!,bullish
open 300 its incoming all big money go ah rats run in dark,bearish
price target 2020 all aboard!!!! PUTS are on fire,bearish
might really run to 600,bullish
"yall need to realize that indicators dont always work I think they never work. Think about it, if they worked that great we would all be millionaires in a week! I dont wanna hear about how the rsi is so high etc",bullish
"they arent going to let the free markets rip this one apart. They will probably have the fed buy this due to having impact on employment in the nation Im jk, but seriously they will do everything to prolong a drop.",bearish
"looking for a test of 307, 300, then 297",bearish
tomorrow fake pump up in the morning and down like today,bearish
love when they lie to kill shorts so they can short,bearish
"Bought a put at beginning of day, the stock started to bounce me and I thought oh well as it slowly started losing value. A few hours later I sold the same put for .",bearish
"no position because I made to much off nvax and was busy with that, but I saw the decline back in end of December. Had all these bling bulls talking now their all gone. Hope yall found your shirt.",bearish
Will go below 300 today probably,bearish
"ALARM! BA is selling off, what do we do? HALT the trade! Call the analysts in our payroll to reaffirm a BUY rating, ready? Yes!. Start buying!! True story",bearish
blowup your account 50 overnight and we see you at,bullish
if disappointment he is implying a big drop ahead lmao,bearish
I thought Christmas was over whatd I wake up to,bullish
i was really surprise at how they were able to pump almost 300million into this garbage yesterday right after the halt just so it wont burn and crash like their planes but for how long are they going to be able to hold before,bearish
A close above 1500 would be sweet,bullish
how much of this float is still short?!,bullish
ughhhh I feel dirty purchasing this...,bearish
Stooopid company run by MORONS with no moral scruples ... short to .99,bearish
"working so well, hold strong",bullish
Bull Flag breakout now.... poor bears.,bullish
dont buy bulls... let it find its bottom under 300... until then tho...,bearish
the bounce has allowed me to add another short position,bearish
Jun July fly date at 1 billion a month,bearish
ready for the next leg down,bearish
"why is it selling?!? We got an upgrade this morning, 10th day with an upgrade in a row!!",bearish
"good job bears! Almost made it a red day for tsla, better luck next time",bullish
"I never saw where the engines come down with no wings, no anything, and theyre landing Drumpf",bullish
Did the analyst on fast money really just recommend changing the name of the 737 Max.. because thats not unethical at all.,bearish
"sooo if 360 doesnt work, lets live to trade another day!",bearish
"If someone isnt posting charts or fundamental research, mute them, who needs a wants to be a trader calling bottom and tops without having a clue of what accurate valuation versus FOMO and technical is. Tik Tok Boom",bullish
WAIT UNTIL THE NEW CEO ANNOUNCES DIVIDED CUT..,bearish
"Alright 320, if we dont get ya tomorrow the ER is right around the corner. Well get ya soon one way or another",bullish
"please drop 10 tomorrow, I want in!",bullish
flight was postponed tomorrow. That was the only bullish event for tomorrow. Expecting bleeding towards 300 now,bearish
wonder if its time to unload,bullish
turned out to be a spectacular call,bullish
Teslas Growing fleet is getting safer even without autopilot,bullish
literally at this moment doing a Fortnite dance..Flossing,bullish
no fly till July now Coronavirus,bearish
I bought for 319.90 ..I still have longgg way to go,bullish
Its a healthy pullback But Visa is a money making machine. It will bounce back soon enough.,bullish
cheap calls for the afternoon pump.,bullish
"they gave bulls one day of optimism this week, tmw its a wrap into ER...Bears sitting back eating popcorn enjoying the show",bearish
"man it sucks how every time Tesla drops, it never recovers...such a blood bath",bullish
Lot of bears posting with bullish flags today..,bullish
"now we all know when 737 Max will recertify, smart money has priced in based on that and buying left and right, Bears before too late, you should join the bulls party.",bullish
Bought 23 124 Calls for .42 yesterday. They were worth .00 on todays close,bullish
if Elon mentions or hinting of some sort of future buy back program I can assure everyone that Tesla will squeeze every short seller for good.,bullish
are about to go down again,bullish
Literally everything in my portfolio has been hitting 52 week highs except this,bullish
we may get close but before .,bearish
"Turn the machines back on! Turn the machines back on sorry, couldnt resist",bullish
Very nice to see this ticker get its mojo back,bullish
time to RISE and FLEX,bullish
time to make all the as panda,bullish
those who bought PUTS your welcome!!,bearish
deliveries are going to drop. Very sad,bearish
knew I shouldve bought 20!!,bearish
lol its so obvious what happened. Tesla pulled forward deliveries from Q1 Of this yearinto Q4 of last year. look at Europe data elon knew if they missed that 360k target they were boned. First quarter sales going to get wrecked.,bearish
"holy, successful flight tomorrow, good earnings next week this thing is going to fly !",bullish
GoFundMe will be down after BAGHOLDERS and NOOBS buying the ATH in this PIG while Markets Crashing Adios,bearish
just buying into ER on Wednesday.. ... you will surely be rewarded,bearish
"Stop, in the name of love",bearish
"This is probably the only stock on the market that somehow finds a way to keep going down, even though the market is closed on the weekend",bearish
So glad I bought more at 303!! This is still cheap!! We will be back over 400 soon!!,bullish
These going to PAY BIGLY tomorrow,bearish
ouch bulls dont forget to buy the dip lol,bearish
I hope the yolo puts guy gets some payback tomorrow,bearish
"what is built into the stock is increased production from China in q1, probably does NOT happen now. And German factory is not producing cars yet",bearish
people saying theyre liking this movement lol whaat? All i i see is this falling,bearish
"theresan emergency and you need to go right away, Can you wait for the car to charge? Wait, you have to stop every 200 miles to wait for charging again?? Good luck getting out of Dodge ALIVE... Billion of PURE SILLINESS!",bearish
to all the people going off futures to determine the movement tomorrow LMFAO,bearish
Its as if Ralph Nader renamed the 737XCovair. That was a good car wbad press. Here bad good press. But GL yall,bearish
"hey Im still here no fear, lifes about winning and losing can never win if you dont lose. Love a pop of the at open.",bearish
maybe I should have taken my put profits and ran,bearish
by puts get rich by the end of week,bearish
Bulls cant catch a break,bearish
scooping in unsuspected bulls in each pop.,bearish
go down till tomorrow lol,bearish
jnj is all time high,bullish
what if it falls in the aftermarket tomorrow? Would be delish,bearish
"any UPDATE from the Nurse WHISTLEBLOWER in china ...she claimed 90,000 people infected 3 days ago ...whats the real number Now nursewhistleblower",bearish
gonna be a for this one. Personally Dont see a good ER coming,bearish
"Hahaha silly fools, this gone be at by open you clowns",bullish
I love it...bunch of degenerates coming in to roll the !!!,bullish
Looking forward to ER. Good Luck folks,bullish
Lets see who wins Calls or Puts? Personally Im cheering for calls but lets see,bullish
Niles is full panic mode.,bullish
buying calls on sale tomorrow,bullish
I almost had a heart attack waiting on Apple news. Lol,bullish
"if we reclaim support tomorrow on strength Im covering some of my hedges. No regrets over them, kept me more calm and sleep better. Looks like I may make up all my losses anyways with my calls back to the top we go",bullish
I wonder at what price this is gonna open,bullish
this earnings release was as exciting as decaffeinated cold brew.,bearish
"nice green apple! long term holdings, put buyers lost again, longer term at the money calls prob did ok here put buyers eating dinner on the floor tonight",bullish
money maker for me!,bullish
I got in yesterday,bullish
"get ER tomorrow, run up hard, imo",bullish
congratulations to the Apple bulls and Longs ! Party tomorrow !,bullish
whos ready for the markets to open up?,bullish
crash and burn like all the lives you killed!!!!!,bearish
good thing they spent all that money on buybacks,bearish
Keep it up!! When 930 comes,bearish
as I said this is not your year see you at 150,bearish
will smash earnings again like always,bullish
I never saw a stock going up after very bad earnings! Welcome to fishy capitalism,bearish
MMs about to crush this as soon as the Call starts. 30 minutes or less until Gap full at minimum,bearish
the calm before the storm.... for shorties. Weather forecasts that there will be a tsunami coming to Shortville starting tonight,bullish
Only a would think this companys going out of business. I can hardly wait until they report! Very,bullish
in with a long swing target,bullish
where the bear go!?? Hopefully back to their caves,bullish
No one panic! File to the exits in an orderly fashion .,bearish
closing in on ATH. Fitty cents more,bullish
Worst earnings in 20 years and its green Only in clown world,bearish
Some bears coming up with their fake accounts spreading hate ..,bullish
NEWS IS OUT WE GETTING A UPGRADE,bullish
so that you didnt even imagine,bullish
"market closes above ema21 TF15m , YES !!! ... maybe green day tomorrow",bullish
smashed it!! Just printing money at this point,bullish
lmao Elon killed all the shorties again,bullish
wants the throne earnings blowout beat and huge guidance. With news close Nice job musk and Tesla teambulls.,bullish
Buying this dip for sure. It beat! Stop giving your shares cheap,bullish
"Who in their right mind would buy PUTS on Tesla , by end of next week, by mid to end of February GO TESLA HOLY SHIT!!",bullish
62 growth in Azure and .91billion in revenues. 180 tomorrow.,bullish
"911 whats your emergency? I see many bearish massacred, we need aid!",bullish
I wish I invested my life savings into this back when I was looking at it in the 200s,bullish
"hey, remember that day Tesla went up over 10 after hours on earnings",bullish
"700 is a magnet, sorry shorts",bullish
Shorties are having another great night! Enjoy lol,bullish
"Oh fk I sold 1,500 shares before the ER at 560 thinking its gonna tank after ER still more than doubled my money tho",bullish
"dang, shouldve bought more contracts!!!!",bullish
"I know, just one call. But this is the deepest ITM Ive ever been with 2 weeks till expiration",bullish
did anyone buy the dip! If you swung into earnings let me know. Im glad this worked out for us. Tomorrow Im expecting a flurry of analyst upgrades.,bullish
is our next stop. Dont forget to board in the am.,bullish
whos here listening to the call with me? Hahaha Im guessing none of the so called conviction shorts! Hahaha youre missing sooooo much if you arent!,bullish
that is long gone. Now going to,bullish
"Where ma shorties, raise your hands..cmn cmn dont be shy dont be shy!!!........ you just never learned",bullish
ER with the s from the best holiday season in Amzn history tomorrow,bullish
"social media like FB will be those few immune to viral attacks, right?",bullish
Bulls are in control! Like if you agree!,bullish
What a Super Super Bull Sunday is going to be thx my thx Cramer I think Tesla is a break out super Star just like,bullish
"Im hoping people hold, I honestly believe this will hit 1000 plus due to fomo this week. But if it doesnt thats fine, just wishful thinking",bullish
Corona virus is a great opportunity to roll out AmazonRX. Best holiday shopping during high consumer confidence season ER will be,bullish
"oof, dow futures nearly 200. Where we opening tomorrow",bearish
Ouch markets not looking good. More pain today avoid making mistake by jumping in today buying increasing position. Will continue to do down today.,bearish
locking profits in at open. Will definitely be back though. This is a beaut for anyone portfolio.,bullish
so volatile. Kind of like it as long as it goes the right direction,bullish
Flying ... DONT GET LEFT BEHIND,bullish
bought 206. Thanks! I hate the company but love making money.,bullish
just buy calls out months. Not days. You complain about losing money on weekly lottos but whos fault is that? Do research. Every outbreak has sp way up 6 months from now. So buy out months and you will be rolling in,bullish
this stock is a beautiful instrument to day trade but certainly not to. invest not at these levels. They sold 360k cars or something idk who cares,bullish
On the cusp of turning green. Thats what you can Wallstreet gangster style!!,bullish
I am only going to say this once. STOP shorting Tesla.,bullish
"numbers will be great, the only thing Im uncertain about is the AWS growth lets see",bullish
Scared of the sniffys? cdc says to not even wear masks.. go get a flu shot,bullish
"Today another Black Monday, tomorrow a Good Friday !",bullish
time for closing tomorrow for a strong monthly close.,bullish
WHO this is an emergency,bearish
the climb upwards is steady ... is the goal!,bullish
incredible. If this holds up my 221 call will pay nicely. Congrats bulls!,bullish
why did I sell my calls and only hold shares gain is a gain though!,bullish
The real question here all along was do you Trust Jeff Bezos to bring his A game or thought he would be distracted by his divorce and New Hollywood lifestyle. In Bezos we Trust on the stock certificate,bullish
whos ready for another upgrade,bullish
I cant handle this!!! Yesterday Tesla now this!!!!,bullish
Congrats Bulls! Always remwber The stock market is a device for transferring money from the impatient to the patient. Warren Buffett.,bullish
looking to add shares for swing am.,bullish
congrats bulls on good earnings! Make that,bullish
put open interest gonna help fuel the run tmrro ! Amazon beat was the key to ignition ! Green market day tmrro,bullish
This is where patience pays off to loyal longs. Been holding the common stock for over 6 years and will continue to do so for the next 20 years. Congrats longs,bullish
"2035 weeklies added at 1.20, how much will it be tomorrow? Asking for a friend...although he already knows the answer",bullish
what do you guys think ?,bullish
"bull selling to pump Tomorrow, allowing bear to cover some 2040 is key !!",bullish
major upgrade but it sinks... big boys tried to prop up so they can take their money off the table...horrible...no real factor to buy...no real product. Gets paid only off adds. Peace of shhhh..... has been in same range since last ER...,bearish
lock in profits in the AM or wait for bigger move with 2.5 months to expiration.,bullish
still trending at this hour,bullish
"it was in companys best interest to move a price down , they are planning to buy back shares",bullish
paid for the calls dont judge,bullish
MAGA controls around 5 Trillion together... Amazing America,bullish
Elon changed his name to E.D.M. Its happy Elon time. Funny CEO Id be happy too if I was him!,bullish
enjoy bears bulls have been eating for centuries now LOL,bearish
"dip bot Bears gonna have no day here and, youre foolish if you put here",bullish
Netflix is gonna run today but hesitant to hold calls over the weekend.,bullish
Im going to be up 35k,bullish
Good thing none of the big firms havent given this an outperform or buy....,bullish
138 bounce and 158 is my target,bullish
bears went to a separate chat room!,bullish
Highest single gain in 2020 with my calls. Sold at open. Starting the weekend early and ending the week deep in the green,bullish
"there was lots of uncertainty about Amazon, sidelines finally jumping back in. More will come next week when virus fears get dampened. This is ultimately headed to 3k. Has a love hate hx now swaying back to love",bullish
close at cuz of the panic!,bearish
Bulls believing the Corona virus is a market hoax,bearish
"fair value 800, all she needs is future quarters for this year with expected positive EPS keep buying",bullish
Dow getting crushed yet TSLA holding steady.,bullish
"die AH, you would drop 5 on Monday anyway as soon as the China markets open",bearish
tfw u get a text that changes your life,bearish
Lets close Comfortably over shall we?,bullish
so theres actually 90k people sick in China??,bearish
my condolences to those holding over the weekend!,bearish
what huge dump!!! very disappointed lost money hoping market get better,bearish
Lets see short at 5 before any pullbacks,bullish
"i dont normally do puts, but when i do, i do it when theres a virus pandemic.",bearish
"This stock is a dinosaur,",bearish
Black Swan Sunday for Hang Seng...ugh we live to trade another day!,bearish
yeah bulls just keep buying,bearish
more money for shorts closing all stores in china with immediate effect. lets give market share to competitiors in china without any struggle,bearish
just curious how many other people became millionaires from Tesla in the past few months ??????,bullish
Selloff profits see you at 250.00,bearish
Bulls really believe tomorrow will be green,bearish
Bahahaha GAP UP they said,bearish
Dont worry youll still be in the trillion dollar club at 212,bearish
Anyone following me for some bullish ER plays today?,bullish
"Elon, I love you, man.",bullish
Yall ready for amazon 2.0?,bullish
I want that monkeys job,bullish
swing long. Just do it,bullish
great close to a great day. News is close,bullish
Who all is still holding from low ? Sold some,bullish
How many bears are filing bankruptcy?,bullish
feels like the time NVDA ran from to then retraced half but it took almost a year,bullish
"tomorrow, on the way to",bullish
Who is ready for mañanas ER its all about Baby Yoda!,bullish
fake earnings stock manipulation real wins on call,bullish
"Unbelievably Just run Time Series which forecasts .35 in 7days. It is higher my 15 May 900 debit call which I showed you before cheap penny options, ,830 profits already in hands. In Musk we trust!",bullish
